,UID,VRTN_ID,CANDIDATE_EPID,Aspect,value,score,original_score,logit,ITEM_SENTENCE,score_difference,Item,Candidate product
797,326219000000,,7061082492,upper_material,['Synthetic'],0.19,0.19,0.04,[TITLE_TXT] New balance green fresh foam size 9 [brand] New Balance [color] Green [department] Men [nickname] Fresh [product_line] New Balance Fresh Foam [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [upper_material] Synthetic,-0.001,https://matchingdashboard.vip.ebay.com/?itemId=326219000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=7061082492
798,326221000000,,5058534057,style_code,['20-99784'],0.93,0.28,0.97,"[TITLE_TXT] On Cloud X Womens Shoes Athletic Flexible Knit Grey, Teal Shoe Size 9.5 [brand] On [style_code] 20-99784 [color] Gray [department] Women [model] On Cloud X [product_line] On Cloud [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [theme] Sports",0.654,https://matchingdashboard.vip.ebay.com/?itemId=326221000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=5058534057
799,326221000000,,5058534057,manufacturer_color,['Gray'],0.3,0.28,0.22,"[TITLE_TXT] On Cloud X Womens Shoes Athletic Flexible Knit Grey, Teal Shoe Size 9.5 [brand] On [color] Gray [manufacturer_color] Gray [department] Women [model] On Cloud X [product_line] On Cloud [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [theme] Sports",0.02,https://matchingdashboard.vip.ebay.com/?itemId=326221000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=5058534057
800,326221000000,,5058534057,shoe_shaft_style,['Low Top'],0.34,0.28,0.28,"[TITLE_TXT] On Cloud X Womens Shoes Athletic Flexible Knit Grey, Teal Shoe Size 9.5 [brand] On [color] Gray [department] Women [model] On Cloud X [product_line] On Cloud [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [shoe_shaft_style] Low Top [theme] Sports",0.055,https://matchingdashboard.vip.ebay.com/?itemId=326221000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=5058534057
801,334256348520,544167268246,14058518652,style_code,['50-99207'],0.95,0.22,0.93,[TITLE_TXT] New Men's ON Cloud CLOUDACE Ice - Tide Gray Running Shoes v2 US 11 [brand] On [style_code] 50-99207 [color] Multicolor [department] Men [model] On Cloudace [nickname] Ice [product_line] On Cloud [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [customized] Yes,0.732,https://matchingdashboard.vip.ebay.com/?itemId=334256348520&var=544167268246,https://matchingdashboard.vip.ebay.com/getProduct?epid=14058518652
802,334256348520,544167268246,14058518652,manufacturer_color,['Multicolor'],0.36,0.22,0.11,[TITLE_TXT] New Men's ON Cloud CLOUDACE Ice - Tide Gray Running Shoes v2 US 11 [brand] On [color] Multicolor [manufacturer_color] Multicolor [department] Men [model] On Cloudace [nickname] Ice [product_line] On Cloud [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [customized] Yes,0.144,https://matchingdashboard.vip.ebay.com/?itemId=334256348520&var=544167268246,https://matchingdashboard.vip.ebay.com/getProduct?epid=14058518652
803,334256348520,544167268246,14058518652,shoe_shaft_style,['Low Top'],0.24,0.22,0.06,[TITLE_TXT] New Men's ON Cloud CLOUDACE Ice - Tide Gray Running Shoes v2 US 11 [brand] On [color] Multicolor [department] Men [model] On Cloudace [nickname] Ice [product_line] On Cloud [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top [customized] Yes,0.021,https://matchingdashboard.vip.ebay.com/?itemId=334256348520&var=544167268246,https://matchingdashboard.vip.ebay.com/getProduct?epid=14058518652
804,334352000000,,3053400665,manufacturer_color,"['Black1,Black1,Runninwht']",0.08,0.05,0,"[TITLE_TXT] ADIDAS adi-Rise Mid Shoe - Black Black - Mens Size 9- EW791002 [brand] adidas [style_code] Ew791002 [color] Black [manufacturer_color] Black1,Black1,Runninwht [department] Men [model] ADIDAS adi-Rise [nickname] Black Black [product_line] adidas adirise [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Mid Top",0.03,https://matchingdashboard.vip.ebay.com/?itemId=334352000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=3053400665
805,334510000000,,12056584928,style_code,['S20373-7'],0.79,0.12,0.69,[TITLE_TXT] Mens Saucony Ride 10 Everun running shoes size 8 [brand] Saucony [style_code] S20373-7 [color] Gray [department] Men [model] Saucony Ride 10 Everun [performance/activity] Riding [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.666,https://matchingdashboard.vip.ebay.com/?itemId=334510000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=12056584928
806,334510000000,,12056584928,manufacturer_color,['Gunmetal/Grey'],0.71,0.12,0.49,[TITLE_TXT] Mens Saucony Ride 10 Everun running shoes size 8 [brand] Saucony [color] Gray [manufacturer_color] Gunmetal/Grey [department] Men [model] Saucony Ride 10 Everun [performance/activity] Riding [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.587,https://matchingdashboard.vip.ebay.com/?itemId=334510000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=12056584928
807,334510000000,,12056584928,nickname,['Gunmetal'],0.42,0.12,0.12,[TITLE_TXT] Mens Saucony Ride 10 Everun running shoes size 8 [brand] Saucony [color] Gray [department] Men [model] Saucony Ride 10 Everun [nickname] Gunmetal [performance/activity] Riding [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.303,https://matchingdashboard.vip.ebay.com/?itemId=334510000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=12056584928
808,334539000000,,17056595413,style_code,['S10579-40'],0.93,0.37,0.93,[TITLE_TXT] Saucony Women's Ride 13 Sneakers Black/Gray Size 8.5 [brand] Saucony [style_code] S10579-40 [color] Black [department] Women [model] Saucony Ride 13 [performance/activity] Running & Jogging [style] Sneaker [type] Athletic [leaf_categ_id] 95672,0.562,https://matchingdashboard.vip.ebay.com/?itemId=334539000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=17056595413
809,334539000000,,17056595413,manufacturer_color,['Alloy/Black'],0.63,0.37,0.8,[TITLE_TXT] Saucony Women's Ride 13 Sneakers Black/Gray Size 8.5 [brand] Saucony [color] Black [manufacturer_color] Alloy/Black [department] Women [model] Saucony Ride 13 [performance/activity] Running & Jogging [style] Sneaker [type] Athletic [leaf_categ_id] 95672,0.261,https://matchingdashboard.vip.ebay.com/?itemId=334539000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=17056595413
810,334539000000,,17056595413,nickname,['Alloy Black'],0.62,0.37,0.76,[TITLE_TXT] Saucony Women's Ride 13 Sneakers Black/Gray Size 8.5 [brand] Saucony [color] Black [department] Women [model] Saucony Ride 13 [nickname] Alloy Black [performance/activity] Running & Jogging [style] Sneaker [type] Athletic [leaf_categ_id] 95672,0.248,https://matchingdashboard.vip.ebay.com/?itemId=334539000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=17056595413
811,334539000000,,17056595413,upper_material,['Mesh'],0.39,0.37,0.38,[TITLE_TXT] Saucony Women's Ride 13 Sneakers Black/Gray Size 8.5 [brand] Saucony [color] Black [department] Women [model] Saucony Ride 13 [performance/activity] Running & Jogging [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [upper_material] Mesh,0.015,https://matchingdashboard.vip.ebay.com/?itemId=334539000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=17056595413
812,335338938122,544698653833,7063358165,manufacturer_color,['Black/Black/Dark Shadow'],0.54,0.58,0.23,[TITLE_TXT] Puma Mens Graviton Gym Fitness Athletic and Training Shoes Sneakers BHFO 4860 11 Medium (D) Puma Black/Dark Shadow [brand] PUMA [style_code] 4860 [color] Puma Black/Black [manufacturer_color] Black/Black/Dark Shadow [department] Men [model] Graviton [performance/activity] Gym & Training [product_line] Nike Air [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [country/region_of_manufacture] China [shoe_width] M [upper_material] Synthetic,-0.038,https://matchingdashboard.vip.ebay.com/?itemId=335338938122&var=544698653833,https://matchingdashboard.vip.ebay.com/getProduct?epid=7063358165
813,335338938122,544698653833,7063358165,nickname,['Black'],0.58,0.58,0.25,[TITLE_TXT] Puma Mens Graviton Gym Fitness Athletic and Training Shoes Sneakers BHFO 4860 11 Medium (D) Puma Black/Dark Shadow [brand] PUMA [style_code] 4860 [color] Puma Black/Black [department] Men [model] Graviton [nickname] Black [performance/activity] Gym & Training [product_line] Nike Air [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [country/region_of_manufacture] China [shoe_width] M [upper_material] Synthetic,-0.001,https://matchingdashboard.vip.ebay.com/?itemId=335338938122&var=544698653833,https://matchingdashboard.vip.ebay.com/getProduct?epid=7063358165
814,335352000000,,20058521954,manufacturer_color,['Forest'],0.55,0.2,0.17,"[TITLE_TXT] On Cloud Helion Speedboard Cloudtec Running Shoes Black Gray Size 10.5 [brand] On [style_code] N/ a [color] Gray [manufacturer_color] Forest [department] Men [model] On Cloud Helion Speedboard Cloudtec [performance/activity] Gym & Training, Running & Jogging [product_line] On Cloud [release_year] 2021 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [country/region_of_manufacture] Vietnam [shoe_shaft_style] Low Top [shoe_width] Standard [theme] Colorful [upper_material] Mesh [occasion] Activewear, Casual, Workwear [customized] No",0.352,https://matchingdashboard.vip.ebay.com/?itemId=335352000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=20058521954
815,335361689301,544730640407,27054683164,style_code,['NM272MLD'],0.9,0.21,0.98,[TITLE_TXT] New Balance Green Green Numeric 272 Sneakers US Men 10 (Women 11.5) NWB Men 10 / Women 11.5 [brand] New Balance [style_code] NM272MLD [color] Green / Green [department] Men [model] New Balance Numeric 272 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [country/region_of_manufacture] Indonesia [shoe_shaft_style] Low Top [shoe_width] M [upper_material] Suede & Canvas Upper [outsole_material] Rubber,0.696,https://matchingdashboard.vip.ebay.com/?itemId=335361689301&var=544730640407,https://matchingdashboard.vip.ebay.com/getProduct?epid=27054683164
816,335361689301,544730640407,27054683164,manufacturer_color,['Green/Black'],0.36,0.21,0.29,[TITLE_TXT] New Balance Green Green Numeric 272 Sneakers US Men 10 (Women 11.5) NWB Men 10 / Women 11.5 [brand] New Balance [color] Green / Green [manufacturer_color] Green/Black [department] Men [model] New Balance Numeric 272 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [country/region_of_manufacture] Indonesia [shoe_shaft_style] Low Top [shoe_width] M [upper_material] Suede & Canvas Upper [outsole_material] Rubber,0.153,https://matchingdashboard.vip.ebay.com/?itemId=335361689301&var=544730640407,https://matchingdashboard.vip.ebay.com/getProduct?epid=27054683164
817,335361689301,544730640407,27054683164,nickname,['Puso'],0.48,0.21,0.53,[TITLE_TXT] New Balance Green Green Numeric 272 Sneakers US Men 10 (Women 11.5) NWB Men 10 / Women 11.5 [brand] New Balance [color] Green / Green [department] Men [model] New Balance Numeric 272 [nickname] Puso [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [country/region_of_manufacture] Indonesia [shoe_shaft_style] Low Top [shoe_width] M [upper_material] Suede & Canvas Upper [outsole_material] Rubber,0.276,https://matchingdashboard.vip.ebay.com/?itemId=335361689301&var=544730640407,https://matchingdashboard.vip.ebay.com/getProduct?epid=27054683164
818,335361689301,544730640407,27054683164,product_line,['New Balance Numeric'],0.25,0.21,0.29,[TITLE_TXT] New Balance Green Green Numeric 272 Sneakers US Men 10 (Women 11.5) NWB Men 10 / Women 11.5 [brand] New Balance [color] Green / Green [department] Men [model] New Balance Numeric 272 [product_line] New Balance Numeric [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [country/region_of_manufacture] Indonesia [shoe_shaft_style] Low Top [shoe_width] M [upper_material] Suede & Canvas Upper [outsole_material] Rubber,0.043,https://matchingdashboard.vip.ebay.com/?itemId=335361689301&var=544730640407,https://matchingdashboard.vip.ebay.com/getProduct?epid=27054683164
819,335365000000,,22062090661,style_code,['DJ7926-003'],0.95,0.12,0.93,[TITLE_TXT] Men’s Nike Trail Pegasus 4 Trail Running Shoes Size Men’s  9 Women’s 10.5 [brand] Nike [style_code] DJ7926-003 [color] Multicolor [department] Men [model] Nike Pegasus Trail 4 [nickname] Trail [product_line] Nike Trail Running [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.83,https://matchingdashboard.vip.ebay.com/?itemId=335365000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=22062090661
820,335365000000,,22062090661,manufacturer_color,['Black/Light Photo Blue/Track Red/Vivid Sulfur'],0.91,0.12,0.91,[TITLE_TXT] Men’s Nike Trail Pegasus 4 Trail Running Shoes Size Men’s  9 Women’s 10.5 [brand] Nike [color] Multicolor [manufacturer_color] Black/Light Photo Blue/Track Red/Vivid Sulfur [department] Men [model] Nike Pegasus Trail 4 [nickname] Trail [product_line] Nike Trail Running [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.787,https://matchingdashboard.vip.ebay.com/?itemId=335365000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=22062090661
821,335365000000,,22062090661,upper_material,['Gore-Tex'],0.14,0.12,0.16,[TITLE_TXT] Men’s Nike Trail Pegasus 4 Trail Running Shoes Size Men’s  9 Women’s 10.5 [brand] Nike [color] Multicolor [department] Men [model] Nike Pegasus Trail 4 [nickname] Trail [product_line] Nike Trail Running [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [upper_material] Gore-Tex,0.018,https://matchingdashboard.vip.ebay.com/?itemId=335365000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=22062090661
822,335449720236,544868679487,13058788518,style_code,['M1906RV'],0.95,0.15,0.94,[TITLE_TXT] New Balance  1906R Women's Men's Athletic Shoes Casual Running Trainer Lifestyle 37 [brand] New Balance [style_code] M1906RV [color] 47 [department] Unisex Adults [model] New Balance 1906R [product_line] New Balance Lifestyle [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [occasion] Casual,0.803,https://matchingdashboard.vip.ebay.com/?itemId=335449720236&var=544868679487,https://matchingdashboard.vip.ebay.com/getProduct?epid=13058788518
823,335449720236,544868679487,13058788518,manufacturer_color,['Titanium/Grey Matter/Silver Metallic'],0.63,0.15,0.34,[TITLE_TXT] New Balance  1906R Women's Men's Athletic Shoes Casual Running Trainer Lifestyle 37 [brand] New Balance [color] 47 [manufacturer_color] Titanium/Grey Matter/Silver Metallic [department] Unisex Adults [model] New Balance 1906R [product_line] New Balance Lifestyle [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [occasion] Casual,0.478,https://matchingdashboard.vip.ebay.com/?itemId=335449720236&var=544868679487,https://matchingdashboard.vip.ebay.com/getProduct?epid=13058788518
824,335449720236,544868679487,13058788518,nickname,['Titanium'],0.69,0.15,0.57,[TITLE_TXT] New Balance  1906R Women's Men's Athletic Shoes Casual Running Trainer Lifestyle 37 [brand] New Balance [color] 47 [department] Unisex Adults [model] New Balance 1906R [nickname] Titanium [product_line] New Balance Lifestyle [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [occasion] Casual,0.542,https://matchingdashboard.vip.ebay.com/?itemId=335449720236&var=544868679487,https://matchingdashboard.vip.ebay.com/getProduct?epid=13058788518
825,335449720236,544868679487,13058788518,upper_material,['Synthetic'],0.17,0.15,0.09,[TITLE_TXT] New Balance  1906R Women's Men's Athletic Shoes Casual Running Trainer Lifestyle 37 [brand] New Balance [color] 47 [department] Unisex Adults [model] New Balance 1906R [product_line] New Balance Lifestyle [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [upper_material] Synthetic [occasion] Casual,0.019,https://matchingdashboard.vip.ebay.com/?itemId=335449720236&var=544868679487,https://matchingdashboard.vip.ebay.com/getProduct?epid=13058788518
826,335450000000,,28058363288,manufacturer_color,['Hyper Pink/Laser Orange/Black'],0.61,0.37,0.14,"[TITLE_TXT] Nike Air Zoom Victory Track & Field Distanc Spike Hyper Pink Size 9.5 CD4385-600 [brand] Nike [style_code] CD4385-101 [color] Multicolor [manufacturer_color] Hyper Pink/Laser Orange/Black [department] Men [model] Nike Air Zoom Victory [nickname] Hyper Pink [performance/activity] Running & Jogging, Track & Field [product_line] Nike Zoom [release_year] 2022 [style] Sneaker [type] Athletic [year_manufactured] 2022 [leaf_categ_id] 15709 [closure] Lace Up [country/region_of_manufacture] Vietnam [shoe_shaft_style] Low Top [shoe_width] Standard [theme] Colorful, Outdoor, Sports, Track [upper_material] Synthetic [pattern] Solid [insole_material] Foam [occasion] Activewear [outsole_material] Rubber [customized] Yes",0.237,https://matchingdashboard.vip.ebay.com/?itemId=335450000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=28058363288
827,335468000000,,11062429237,manufacturer_color,['Pure Platinum/Black/Green Glow/Light Aqua'],0.62,0.39,0.15,"[TITLE_TXT] NIKE AIR MAX WOMENS SIZE 9.5 698903-006 RUNNING SHOES GRAY PINK [brand] Nike [style_code] 698902-006 [color] Gray [manufacturer_color] Pure Platinum/Black/Green Glow/Light Aqua [department] Women [model] Nike Air Max [performance/activity] Walking, Running & Jogging, Cross Training [product_line] Nike Air Max [release_year] 2015 [style] Sneaker [type] Athletic [year_manufactured] 2014 [leaf_categ_id] 95672",0.223,https://matchingdashboard.vip.ebay.com/?itemId=335468000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=11062429237
828,335468000000,,11062429237,shoe_shaft_style,['Low Top'],0.47,0.39,0.04,"[TITLE_TXT] NIKE AIR MAX WOMENS SIZE 9.5 698903-006 RUNNING SHOES GRAY PINK [brand] Nike [style_code] 698902-006 [color] Gray [department] Women [model] Nike Air Max [performance/activity] Walking, Running & Jogging, Cross Training [product_line] Nike Air Max [release_year] 2015 [style] Sneaker [type] Athletic [year_manufactured] 2014 [leaf_categ_id] 95672 [shoe_shaft_style] Low Top",0.077,https://matchingdashboard.vip.ebay.com/?itemId=335468000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=11062429237
829,335510000000,,8060392425,style_code,['168194f'],0.98,0.34,0.97,[TITLE_TXT] Converse Chuck Taylor All Star High Top Sneakers Size 11.5 Women's White Green [brand] Converse [style_code] 168194f [color] White Green [department] Women [model] Converse Chuck Taylor All Star High Top [nickname] White Green [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [shoe_shaft_style] High Top [theme] Stars,0.642,https://matchingdashboard.vip.ebay.com/?itemId=335510000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=8060392425
830,335510000000,,8060392425,collaboration,['Charles Hollis Taylor'],0.45,0.34,0.66,[TITLE_TXT] Converse Chuck Taylor All Star High Top Sneakers Size 11.5 Women's White Green [brand] Converse [collaboration] Charles Hollis Taylor [color] White Green [department] Women [model] Converse Chuck Taylor All Star High Top [nickname] White Green [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [shoe_shaft_style] High Top [theme] Stars,0.11,https://matchingdashboard.vip.ebay.com/?itemId=335510000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=8060392425
831,335510000000,,8060392425,manufacturer_color,['Green/White'],0.4,0.34,0.05,[TITLE_TXT] Converse Chuck Taylor All Star High Top Sneakers Size 11.5 Women's White Green [brand] Converse [color] White Green [manufacturer_color] Green/White [department] Women [model] Converse Chuck Taylor All Star High Top [nickname] White Green [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [shoe_shaft_style] High Top [theme] Stars,0.063,https://matchingdashboard.vip.ebay.com/?itemId=335510000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=8060392425
832,335510000000,,8060392425,product_line,['Converse Chuck Taylor All Star'],0.35,0.34,0.06,[TITLE_TXT] Converse Chuck Taylor All Star High Top Sneakers Size 11.5 Women's White Green [brand] Converse [color] White Green [department] Women [model] Converse Chuck Taylor All Star High Top [nickname] White Green [product_line] Converse Chuck Taylor All Star [style] Sneaker [type] Athletic [leaf_categ_id] 95672 [shoe_shaft_style] High Top [theme] Stars,0.012,https://matchingdashboard.vip.ebay.com/?itemId=335510000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=8060392425
833,354226557503,623607673048,4058129521,manufacturer_color,['White'],0.11,0.17,0.13,"[TITLE_TXT] Reebok Classic Leather Mens Athletic Running Retro Shoes White Casual Sneaker 12 [brand] Reebok [style_code] Reebok Classic Leather [color] White [manufacturer_color] White [department] Men [model] Cl Leather Ripplw [performance/activity] Weightlifting, Walking, Beach, Cross Training, CrossFit, Bodybuilding, Gym & Training, School, Cheerleading, Running & Jogging [product_line] Reebok Classic Leather [release_year] 2019 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [country/region_of_manufacture] Vietnam [shoe_shaft_style] Low Top [shoe_width] Standard [theme] Classic [upper_material] Leather [occasion] Workwear, Activewear, Casual [outsole_material] Leather [customized] No",-0.058,https://matchingdashboard.vip.ebay.com/?itemId=354226557503&var=623607673048,https://matchingdashboard.vip.ebay.com/getProduct?epid=4058129521
834,354505000000,,27049899999,style_code,['322992-601'],0.74,0.2,0.76,[TITLE_TXT] jordan 6 rings [brand] Jordan [style_code] 322992-601 [color] Red [department] Men [model] Jordan 6 Rings [nickname] Rings [product_line] Jordan [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.542,https://matchingdashboard.vip.ebay.com/?itemId=354505000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=27049899999
835,354505000000,,27049899999,manufacturer_color,['Gym Red/White-Black'],0.81,0.2,0.79,[TITLE_TXT] jordan 6 rings [brand] Jordan [color] Red [manufacturer_color] Gym Red/White-Black [department] Men [model] Jordan 6 Rings [nickname] Rings [product_line] Jordan [style] Sneaker [type] Athletic [leaf_categ_id] 15709,0.608,https://matchingdashboard.vip.ebay.com/?itemId=354505000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=27049899999
836,355005000000,,6053399760,manufacturer_color,['Grey/Red'],0.63,0.46,0.33,[TITLE_TXT] 2006 Bape Bapesta Milo Giraffe Size 9 Supreme Chrome Hearts Kanye Dropout Nigo [brand] A Bathing Ape [style_code] Hearts [collaboration] Supreme [color] Multicolor [manufacturer_color] Grey/Red [department] Men [model] Converse Chuck Taylor All Star [product_line] A Bathing Ape Bapesta [release_year] 2006 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [theme] Giraffe,0.173,https://matchingdashboard.vip.ebay.com/?itemId=355005000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=6053399760
837,355005000000,,6053399760,shoe_shaft_style,['Low Top'],0.43,0.46,0.21,[TITLE_TXT] 2006 Bape Bapesta Milo Giraffe Size 9 Supreme Chrome Hearts Kanye Dropout Nigo [brand] A Bathing Ape [style_code] Hearts [collaboration] Supreme [color] Multicolor [department] Men [model] Converse Chuck Taylor All Star [product_line] A Bathing Ape Bapesta [release_year] 2006 [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top [theme] Giraffe,-0.033,https://matchingdashboard.vip.ebay.com/?itemId=355005000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=6053399760
838,355237000000,,25053378056,style_code,['VDR2YW0'],0.98,0.33,0.98,[TITLE_TXT] RARE VINTAGE DEADSTOCK Vans Churchill Mens Leather Skater Shoes Sz 13 [brand] VANS [style_code] VDR2YW0 [color] Brown [department] Men [model] Vans Churchill [nickname] Vintage [product_line] VANS Churchill [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [upper_material] Leather,0.653,https://matchingdashboard.vip.ebay.com/?itemId=355237000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=25053378056
839,355237000000,,25053378056,manufacturer_color,['Brown'],0.29,0.33,0.13,[TITLE_TXT] RARE VINTAGE DEADSTOCK Vans Churchill Mens Leather Skater Shoes Sz 13 [brand] VANS [color] Brown [manufacturer_color] Brown [department] Men [model] Vans Churchill [nickname] Vintage [product_line] VANS Churchill [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [upper_material] Leather,-0.035,https://matchingdashboard.vip.ebay.com/?itemId=355237000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=25053378056
840,355237000000,,25053378056,shoe_shaft_style,['Low Top'],0.3,0.33,0.12,[TITLE_TXT] RARE VINTAGE DEADSTOCK Vans Churchill Mens Leather Skater Shoes Sz 13 [brand] VANS [color] Brown [department] Men [model] Vans Churchill [nickname] Vintage [product_line] VANS Churchill [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [shoe_shaft_style] Low Top [upper_material] Leather,-0.028,https://matchingdashboard.vip.ebay.com/?itemId=355237000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=25053378056
841,355321000000,,19053394310,style_code,['1021A313400'],0.98,0.52,0.98,[TITLE_TXT] Megaman Men's Sneaker Size 27.5cm US 9.5 MEGA MAN ASICS TIGER GEL-BND Rock Man [brand] ASICS [style_code] 1021A313400 [color] Blue [department] Men [model] ASICS Tiger [product_line] ASICS Tiger [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [theme] Rock,0.46,https://matchingdashboard.vip.ebay.com/?itemId=355321000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=19053394310
842,355321000000,,19053394310,manufacturer_color,['Electric Blue/Electric Blue'],0.88,0.52,0.74,[TITLE_TXT] Megaman Men's Sneaker Size 27.5cm US 9.5 MEGA MAN ASICS TIGER GEL-BND Rock Man [brand] ASICS [color] Blue [manufacturer_color] Electric Blue/Electric Blue [department] Men [model] ASICS Tiger [product_line] ASICS Tiger [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [theme] Rock,0.356,https://matchingdashboard.vip.ebay.com/?itemId=355321000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=19053394310
843,355321000000,,19053394310,nickname,['Rockman'],0.65,0.52,0.35,[TITLE_TXT] Megaman Men's Sneaker Size 27.5cm US 9.5 MEGA MAN ASICS TIGER GEL-BND Rock Man [brand] ASICS [color] Blue [department] Men [model] ASICS Tiger [nickname] Rockman [product_line] ASICS Tiger [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [theme] Rock,0.129,https://matchingdashboard.vip.ebay.com/?itemId=355321000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=19053394310
844,355321000000,,19053394310,upper_material,['Leather'],0.55,0.52,0.25,[TITLE_TXT] Megaman Men's Sneaker Size 27.5cm US 9.5 MEGA MAN ASICS TIGER GEL-BND Rock Man [brand] ASICS [color] Blue [department] Men [model] ASICS Tiger [product_line] ASICS Tiger [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [theme] Rock [upper_material] Leather,0.029,https://matchingdashboard.vip.ebay.com/?itemId=355321000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=19053394310
845,355555000000,,24053367677,style_code,['G28343'],0.99,0.41,0.99,[TITLE_TXT] adidas ADIZERO XT WOMEN’S SHOES Stella McCartney Size 6.5 [brand] adidas [style_code] G28343 [color] Black [department] Women [model] adidas Adizero [product_line] adidas Stella McCartney [style] Sneaker [type] Athletic [leaf_categ_id] 95672,0.577,https://matchingdashboard.vip.ebay.com/?itemId=355555000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=24053367677
846,355555000000,,24053367677,manufacturer_color,['Utility Black/Iron Metallic/Night Steel'],0.96,0.41,0.95,[TITLE_TXT] adidas ADIZERO XT WOMEN’S SHOES Stella McCartney Size 6.5 [brand] adidas [color] Black [manufacturer_color] Utility Black/Iron Metallic/Night Steel [department] Women [model] adidas Adizero [product_line] adidas Stella McCartney [style] Sneaker [type] Athletic [leaf_categ_id] 95672,0.549,https://matchingdashboard.vip.ebay.com/?itemId=355555000000&var=,https://matchingdashboard.vip.ebay.com/getProduct?epid=24053367677
